Page,Encrypt,ObjStm,JS,JavaScript,AA,OpenAction,AcroForm,JBIG2Decode,RichMedia,Launch,EmbeddedFile,XFA,Colors_gt_224,obj,stream,xref,trailer,startxref,filesize_kb
1.0340424074694956,0,0,1,1,0,1,1,0,0,0,0,0,0,25.720828827354858,1.9055938600046045,1,1,1,9.931472674926846
0.03584566780780525,0,0,0,1,0,0,1,0,0,0,0,0,0,26.697354618489662,11.326254648420397,0,0,1,56.03223037284147
1.016925666764075,0,0,1,2,0,1,0,0,0,0,0,0,0,8.49485706277129,2.020893214233137,1,1,1,5.993438295148308
30.299081338317123,0,0,1,1,1,1,0,0,0,1,0,0,0,947.4187199004343,321.92523060407603,3,4,3,73.14569368081614
1.010957715359429,1,0,2,3,0,1,1,0,0,0,9,1,0,15.318194226428707,5.221367115202019,1,1,1,4.086379600600056
0.9610547312851629,0,0,1,2,0,2,0,0,0,0,0,0,0,13.684446844578199,0.8721109107527953,1,1,1,3.666080305370997
1.0264427861802758,0,0,0,0,0,1,0,0,0,0,0,0,0,15.306099299118534,5.846912568243301,1,1,1,11.173210594326
0.9550988935695393,0,0,1,0,0,0,0,0,0,0,0,0,0,4.91196684119416,5.578264473327625,1,1,1,40.02786912961528
1.0037116244155126,0,0,3,4,0,1,0,0,0,0,0,0,0,12.708765220548035,7.300691512522721,1,1,1,72.66935573901127
46.97545182460282,1,0,4,5,0,0,1,0,1,0,9,1,0,74.46925567338218,36.9222781419187,1,1,2,674.0912079497045
0.9796256381028212,0,0,0,0,0,0,0,0,0,0,3,0,0,71.59386101391705,8.90255552895709,2,2,2,30.756299375470757
0.9894459156239568,0,0,2,3,0,1,1,0,0,0,0,1,0,16.252561209067284,1.6760419561336481,1,1,1,6.373820118711725
13.316766263034374,0,0,1,1,1,1,0,0,0,1,0,0,0,116.98305312589869,57.532994269479374,3,3,3,571.070028194149
1.0485678816706823,0,0,1,2,0,0,0,0,0,0,0,0,0,6.532512323463353,1.9308219559217286,1,1,1,5.14110999461084
13.254925048486513,0,1,0,0,0,2,5,0,0,0,1,1,0,324.54126976795726,150.63129598877842,0,0,6,326.74024130276064
1.0393921439521507,0,0,0,0,0,0,1,0,0,0,0,0,0,22.18205508139279,43.65310433145305,1,0,1,26.28137511706353
1.0067379645395726,0,0,1,1,0,1,0,0,0,0,0,0,0,8.82132178637208,3.265049745380816,1,1,1,9.486588120823757
23.87456991368019,1,0,4,5,0,0,1,0,1,0,9,1,0,67.2005213771093,99.3169783457771,1,1,1,307.3282624293485
1.0152693019314887,0,0,1,4,0,1,0,0,0,0,0,0,0,15.895377595935523,4.473670158848622,1,1,1,36.399160866708186
0.9561139480843266,0,0,0,0,0,0,0,0,0,0,0,0,0,19.701795703008223,6.6356495437403265,1,1,1,68.1295666495006
6.145889296890134,0,3,19,2,10,0,0,0,0,0,0,0,0,126.58662025850701,54.65573177359865,10,22,12,37.56356114306422
13.730797920610302,0,0,1,1,1,1,0,0,0,1,0,0,0,44.27309804376344,6.391022436761526,3,3,3,46.79477726263886
3.617305258491439,0,3,5,2,0,0,0,0,0,0,0,0,0,75.01727512978987,6.542750557518484,22,30,7,32.377923496096514
0.9980386675082988,0,0,0,1,0,0,0,0,0,0,0,0,0,20.626112199537438,20.655292560580822,0,1,1,111.92882200037191
1.6760628750708633,0,0,1,0,0,0,0,0,0,0,0,0,0,10.446503965356047,0.8014220442416458,1,1,1,8.269110091709187
1.7137145852942832,0,0,3,4,0,0,0,0,0,0,0,0,0,75.97411015737681,4.828077576388804,1,1,1,48.96661047248767
0.9762843939948774,0,0,3,2,0,0,0,0,0,0,0,0,0,15.029519491495156,3.5677794551363675,1,1,1,1.4485714570729828
0.9504814847408052,0,0,0,0,0,1,1,0,0,0,1,1,0,5.368045134573675,1.8802316829232237,1,1,1,68.394262148441
1.0230388559494947,0,0,2,3,0,1,1,0,0,0,0,1,0,15.487101323102696,2.1387243496168296,1,1,1,2.83172002217166
1.0399968957393133,0,0,0,4,0,1,0,0,0,0,0,0,0,56.07828872668181,5.340514191133557,1,1,1,49.22457843900527
0.9838841168266603,0,0,0,1,0,1,0,0,0,0,0,0,0,17.193938518365773,4.243127798312242,1,1,1,48.117313389547384
0.958571883192025,0,2,19,13,0,0,0,0,0,0,0,0,0,51.040927939397044,10.325299402985614,22,1,11,42.34357323078245
0.9803295853436944,0,1,0,0,0,1,0,0,0,0,0,0,0,50.397343616085394,7.586406183705083,2,2,2,42.919327147240935
1.055314143773987,0,0,2,0,0,1,1,0,0,0,0,1,0,18.034677798381747,1.922958357730683,1,1,1,13.712866950427925
1.0240707951298966,0,4,5,4,0,0,0,0,0,0,0,0,0,92.97736804975447,59.660227670521465,22,12,1,34.24434521607243
2.711269871994457,0,6,5,6,0,0,0,0,0,0,0,0,0,58.81558060222463,5.17898432979458,22,22,7,47.44590807350497
9.811160314378512,0,0,1,1,10,2,0,0,0,0,0,0,0,69.4952054750851,13.377099144198807,4,5,33,11.594104459503308
0.9752827894832176,0,0,0,1,0,2,0,0,0,0,1,0,0,5.727927290515529,1.2449517893779163,0,0,6,33.88051349643671
1.0765894167961971,0,0,0,0,0,0,0,0,0,0,0,0,0,15.722141807951193,6.478808969564891,2,2,2,46.189132202895
